studentId,name,department,address,phoneNumber
7078,Laura Davis,Biotechnology,"681 Oak St, Springfield, NY",679-674-4541
7079,David Wilson,Computer Science,"507 Walnut St, Greenville, CA",694-730-3042
7080,David Williams,Mathematics,"391 Maple St, Riverside, NY",946-577-1595
7081,Jane Moore,Chemistry,"817 Maple St, Greenville, TX",989-380-9263
7082,John Miller,Mathematics,"354 Birch St, Franklin, IL",928-714-2025
7083,Chris Smith,Electrical Engineering,"780 Oak St, Franklin, IL",915-669-6341
7084,Katie Brown,Physics,"380 Pine St, Greenville, IL",349-622-2731
7085,Michael Wilson,Computer Science,"413 Walnut St, Riverside, FL",508-101-4428
7086,David Taylor,Chemistry,"778 Main St, Springfield, TX",457-708-4717
7087,Emily Brown,Mathematics,"501 Cedar St, Fairview, FL",783-222-6851
7088,Katie Jones,Biotechnology,"297 Maple St, Greenville, NY",559-338-4707
7089,David Wilson,Electrical Engineering,"110 Pine St, Fairview, IL",171-604-2923
7090,Chris Wilson,Computer Science,"16 Walnut St, Fairview, IL",477-267-5718
7091,Sarah Johnson,Economics,"467 Elm St, Franklin, IL",207-283-8002
7092,Katie Smith,Civil Engineering,"186 Park Ave, Greenville, FL",306-225-5434
7093,John Johnson,Computer Science,"602 Oak St, Fairview, FL",690-843-9855
7094,Laura Davis,Computer Science,"227 Oak St, Fairview, NY",631-773-2749
7095,John Johnson,Electrical Engineering,"788 Pine St, Greenville, TX",933-421-6462
7096,Katie Taylor,Chemistry,"749 Pine St, Fairview, CA",518-319-2837
7097,Chris Johnson,Chemistry,"662 Main St, Fairview, TX",634-231-6106
7098,Jane Williams,Chemistry,"209 High St, Franklin, NY",965-356-5170
7099,Alex Johnson,Physics,"56 Maple St, Springfield, IL",846-593-7761
7100,Emily Moore,Electrical Engineering,"78 Park Ave, Franklin, CA",898-150-3008
7101,Emily Smith,Mathematics,"907 High St, Springfield, FL",893-154-4001
7102,Jane Smith,Economics,"583 Cedar St, Greenville, NY",265-631-7511
7103,John Miller,Computer Science,"821 Main St, Greenville, NY",459-176-5446
7104,John Miller,Biotechnology,"211 Oak St, Fairview, CA",638-783-9684
7105,David Smith,Computer Science,"725 Birch St, Springfield, FL",818-123-8610
7106,John Moore,Chemical Engineering,"984 Walnut St, Fairview, TX",475-490-7495
7107,John Taylor,Electrical Engineering,"452 Main St, Riverside, CA",937-589-5358
7108,Alex Davis,Mechanical Engineering,"423 Park Ave, Greenville, CA",541-696-8261
7109,Jane Davis,Computer Science,"350 Maple St, Franklin, TX",971-785-7475
7110,Chris Taylor,Electrical Engineering,"401 Main St, Fairview, NY",352-688-3282
7111,Emily Jones,Mechanical Engineering,"781 Park Ave, Greenville, TX",805-254-7525
7112,Sarah Smith,Computer Science,"171 Walnut St, Springfield, TX",448-670-8726
7113,David Williams,Electrical Engineering,"937 Maple St, Greenville, TX",644-389-8238
7114,John Smith,Economics,"956 Elm St, Greenville, TX",826-884-8432
7115,Jane Johnson,Physics,"87 Oak St, Springfield, FL",213-768-5232
7116,Katie Miller,Physics,"323 Cedar St, Riverside, TX",768-279-4024
7117,David Williams,Biotechnology,"782 Birch St, Springfield, TX",238-328-3355
7118,Jane Davis,Chemical Engineering,"726 High St, Fairview, FL",804-268-4818
7119,Chris Miller,Electrical Engineering,"175 High St, Springfield, NY",955-856-3398
7120,Katie Taylor,Chemical Engineering,"302 Cedar St, Fairview, FL",568-112-9664
7121,Katie Taylor,Computer Science,"201 Elm St, Greenville, CA",139-660-7874
7122,Katie Johnson,Mechanical Engineering,"551 Maple St, Fairview, CA",802-508-6184
7123,Laura Wilson,Chemical Engineering,"193 Birch St, Franklin, FL",133-827-2211
7124,Jane Jones,Mathematics,"910 Cedar St, Greenville, FL",380-284-9534
7125,Michael Davis,Economics,"717 Maple St, Riverside, NY",850-687-1602
7126,Chris Williams,Mechanical Engineering,"615 Park Ave, Riverside, TX",980-790-8363
7127,Chris Jones,Civil Engineering,"242 Cedar St, Greenville, IL",902-997-1739
7128,John Jones,Mathematics,"852 Cedar St, Greenville, IL",967-138-8053
7129,Jane Brown,Chemistry,"620 Park Ave, Springfield, FL",172-643-3355
7130,Michael Wilson,Electrical Engineering,"178 Elm St, Springfield, CA",849-341-7592
7131,Sarah Johnson,Biotechnology,"904 Cedar St, Springfield, FL",269-998-3698
7132,Jane Davis,Computer Science,"737 Main St, Springfield, IL",721-626-5319
7133,Michael Johnson,Chemical Engineering,"233 Pine St, Riverside, IL",659-730-9767
7134,Sarah Williams,Computer Science,"565 Elm St, Springfield, NY",263-975-9748
7135,Jane Taylor,Economics,"360 Birch St, Springfield, FL",751-139-9619
7136,David Smith,Chemical Engineering,"799 Main St, Fairview, NY",800-136-5183
7137,Alex Wilson,Physics,"387 Pine St, Springfield, TX",873-660-3239
7138,Alex Wilson,Chemical Engineering,"83 Elm St, Fairview, TX",191-345-1658
7139,Katie Davis,Chemistry,"777 Cedar St, Fairview, IL",720-418-7925
7140,John Moore,Computer Science,"7 Oak St, Franklin, IL",750-977-3833
7141,Laura Moore,Chemistry,"507 High St, Springfield, CA",527-744-6670
7142,Michael Brown,Physics,"492 Maple St, Fairview, TX",671-592-8181
7143,Emily Williams,Computer Science,"378 High St, Riverside, CA",599-837-8090
7144,Sarah Smith,Chemical Engineering,"517 Birch St, Greenville, TX",610-891-9495
7145,John Williams,Biotechnology,"593 Main St, Franklin, FL",333-979-6768
7146,Chris Williams,Electrical Engineering,"696 Park Ave, Springfield, CA",944-278-2764
7147,Laura Williams,Biotechnology,"268 Elm St, Fairview, NY",905-139-9503
7148,Sarah Johnson,Mathematics,"915 Elm St, Franklin, TX",695-947-9608
7149,Emily Wilson,Mechanical Engineering,"78 Pine St, Franklin, TX",100-633-4932
7150,Chris Williams,Mathematics,"181 Maple St, Fairview, CA",708-383-1283
7151,Michael Brown,Computer Science,"205 Birch St, Fairview, IL",872-496-3720
7152,Alex Williams,Economics,"247 Park Ave, Greenville, IL",898-137-3167
7153,Emily Moore,Chemical Engineering,"179 Maple St, Greenville, FL",439-471-5102
7154,Michael Moore,Mathematics,"668 Main St, Riverside, IL",296-306-8516
7155,Katie Davis,Physics,"864 High St, Franklin, TX",430-300-2032
7156,Alex Taylor,Economics,"545 Pine St, Riverside, FL",951-533-2026
7157,Alex Johnson,Biotechnology,"625 Park Ave, Riverside, TX",207-978-1280
7158,Alex Johnson,Electrical Engineering,"300 High St, Greenville, FL",616-966-2095
7159,David Wilson,Physics,"595 Pine St, Springfield, IL",614-933-8050
7160,Katie Brown,Civil Engineering,"254 High St, Riverside, NY",790-789-7171
7161,Chris Jones,Physics,"520 Elm St, Franklin, FL",731-455-1851
7162,Emily Moore,Economics,"707 Pine St, Greenville, NY",269-399-2523
7163,Laura Davis,Computer Science,"583 Elm St, Riverside, CA",825-937-5737
7164,Chris Jones,Physics,"937 Birch St, Greenville, FL",203-943-3747
7165,John Moore,Mechanical Engineering,"368 High St, Riverside, TX",158-480-3060
7166,Michael Jones,Biotechnology,"475 Park Ave, Fairview, NY",212-817-6608
7167,Sarah Miller,Chemical Engineering,"45 Birch St, Fairview, TX",428-960-6759
7168,Laura Wilson,Electrical Engineering,"904 Elm St, Fairview, IL",392-453-4739
7169,Jane Moore,Mechanical Engineering,"565 Park Ave, Springfield, CA",151-984-1052
7170,David Brown,Economics,"186 High St, Riverside, CA",121-187-1353
7171,Chris Williams,Chemistry,"87 Elm St, Riverside, NY",908-676-6006
7172,Jane Taylor,Physics,"291 Pine St, Springfield, CA",325-269-9566
7173,Chris Davis,Computer Science,"722 Park Ave, Springfield, TX",642-341-6074
7174,Sarah Davis,Mathematics,"742 Oak St, Riverside, NY",974-856-8017
7175,Chris Brown,Mathematics,"107 Birch St, Riverside, FL",154-442-6917
7176,Laura Moore,Chemical Engineering,"31 Walnut St, Riverside, FL",870-548-6085
7177,Alex Smith,Physics,"552 Oak St, Fairview, IL",265-968-6569
7178,Sarah Taylor,Electrical Engineering,"48 Cedar St, Riverside, IL",841-836-8309
7179,Laura Jones,Chemistry,"818 Maple St, Springfield, NY",614-156-8215
7180,Alex Taylor,Economics,"75 Cedar St, Greenville, FL",928-462-8406
7181,David Johnson,Mathematics,"223 Walnut St, Fairview, IL",336-606-1045
7182,Michael Moore,Biotechnology,"914 Oak St, Greenville, CA",299-666-7583
7183,Jane Brown,Electrical Engineering,"464 High St, Springfield, TX",922-958-7744
7184,Laura Wilson,Economics,"634 Oak St, Riverside, CA",529-717-8730
7185,Michael Williams,Chemical Engineering,"743 Birch St, Franklin, IL",247-877-6632
7186,Michael Wilson,Chemistry,"210 Park Ave, Fairview, FL",174-620-4186
7187,John Moore,Mathematics,"341 Pine St, Franklin, CA",253-179-6332
7188,Michael Miller,Chemistry,"662 Park Ave, Springfield, FL",888-450-8485
7189,Alex Johnson,Chemical Engineering,"566 Elm St, Fairview, CA",811-931-5529
7190,Sarah Smith,Chemical Engineering,"346 Maple St, Greenville, FL",670-577-6074
7191,Jane Johnson,Economics,"339 Main St, Fairview, TX",538-175-3639
7192,Jane Taylor,Computer Science,"325 Pine St, Springfield, IL",175-615-8810
7193,Chris Taylor,Chemistry,"970 Cedar St, Franklin, FL",439-520-3458
7194,Michael Taylor,Economics,"804 Elm St, Fairview, TX",405-932-4607
7195,Katie Williams,Physics,"846 Walnut St, Springfield, IL",753-237-2851
7196,Laura Johnson,Economics,"960 Cedar St, Franklin, TX",999-502-6614
7197,Laura Williams,Electrical Engineering,"68 Maple St, Springfield, NY",383-564-6477
7198,Jane Taylor,Computer Science,"874 Oak St, Fairview, NY",942-143-5907
7199,Michael Johnson,Civil Engineering,"203 Maple St, Springfield, TX",640-172-3659
7200,Michael Jones,Chemistry,"141 Walnut St, Riverside, NY",724-961-4944
7201,Jane Brown,Mechanical Engineering,"143 Park Ave, Greenville, IL",748-202-4461
7202,Michael Taylor,Computer Science,"185 Oak St, Fairview, TX",983-421-9563
7203,Alex Taylor,Mathematics,"309 Cedar St, Greenville, FL",638-493-9600
7204,David Smith,Chemistry,"335 Oak St, Riverside, NY",587-729-1302
7205,Sarah Miller,Chemical Engineering,"300 Cedar St, Fairview, TX",476-171-8071
7206,Katie Miller,Biotechnology,"278 Walnut St, Springfield, TX",910-540-6524
7207,Katie Brown,Chemical Engineering,"457 Main St, Fairview, CA",793-419-3785
7208,Laura Smith,Economics,"256 Elm St, Riverside, TX",756-907-2133
7209,Emily Taylor,Physics,"597 Pine St, Greenville, FL",892-523-9741
7210,Emily Wilson,Chemical Engineering,"78 Walnut St, Greenville, NY",978-237-7035
7211,Michael Brown,Physics,"73 Cedar St, Fairview, FL",491-911-1220
7212,Alex Williams,Biotechnology,"47 High St, Springfield, NY",837-198-4397
7213,Chris Williams,Biotechnology,"849 Cedar St, Riverside, IL",990-403-3596
7214,Katie Miller,Electrical Engineering,"936 Pine St, Riverside, NY",652-266-3856
7215,Chris Jones,Chemistry,"467 High St, Franklin, FL",649-879-5392
7216,David Taylor,Computer Science,"528 Maple St, Springfield, CA",438-410-7910
7217,Emily Taylor,Chemistry,"475 Main St, Fairview, TX",757-632-1183
7218,Sarah Taylor,Civil Engineering,"599 Birch St, Springfield, CA",202-721-7754
7219,Alex Moore,Chemical Engineering,"633 Pine St, Fairview, IL",947-457-8820
7220,David Williams,Economics,"433 Maple St, Fairview, NY",377-892-3807
7221,Emily Moore,Physics,"522 Walnut St, Franklin, CA",822-755-5893
7222,Michael Wilson,Biotechnology,"340 Birch St, Riverside, IL",214-617-3607
7223,Katie Davis,Chemical Engineering,"441 Main St, Fairview, FL",492-199-3326
7224,Jane Brown,Mechanical Engineering,"180 Walnut St, Riverside, CA",998-964-4421
7225,John Williams,Mechanical Engineering,"302 Park Ave, Fairview, IL",426-305-8438
7226,Chris Smith,Biotechnology,"474 Elm St, Springfield, FL",260-822-3108
7227,Michael Brown,Biotechnology,"997 Maple St, Riverside, CA",747-541-3934
7228,Emily Taylor,Chemical Engineering,"297 Birch St, Franklin, NY",585-850-6180
7229,John Brown,Civil Engineering,"670 Pine St, Fairview, CA",524-188-5564
7230,Emily Wilson,Mathematics,"639 Pine St, Greenville, NY",146-234-6391
7231,David Davis,Electrical Engineering,"423 Main St, Greenville, FL",926-753-9609
7232,David Wilson,Computer Science,"815 Park Ave, Fairview, NY",552-971-5312
7233,Chris Johnson,Chemistry,"15 Oak St, Greenville, NY",667-504-1050
7234,Jane Taylor,Mathematics,"520 High St, Springfield, IL",327-427-9606
7235,Katie Johnson,Computer Science,"43 Walnut St, Fairview, TX",929-996-7003
7236,Alex Moore,Physics,"635 Main St, Fairview, IL",298-676-8225
7237,John Williams,Economics,"721 Cedar St, Fairview, FL",875-466-7476
7238,Alex Taylor,Mechanical Engineering,"957 Park Ave, Fairview, IL",422-212-2180
7239,Katie Moore,Chemical Engineering,"504 Pine St, Franklin, FL",863-996-7445
7240,Michael Taylor,Mathematics,"298 Walnut St, Fairview, TX",821-709-2490
7241,Jane Moore,Mechanical Engineering,"263 Maple St, Springfield, CA",710-905-1218
7242,Laura Jones,Physics,"991 Birch St, Fairview, TX",395-315-6941
7243,John Davis,Civil Engineering,"144 Pine St, Greenville, TX",698-244-3591
7244,Jane Smith,Economics,"963 Main St, Springfield, TX",579-619-2986
7245,Katie Johnson,Chemistry,"14 Park Ave, Greenville, TX",364-660-3178
7246,Sarah Taylor,Mechanical Engineering,"50 Cedar St, Franklin, FL",326-909-7829
7247,Jane Taylor,Electrical Engineering,"689 Park Ave, Fairview, IL",547-722-6428
7248,Katie Smith,Physics,"616 Cedar St, Springfield, FL",198-162-3901
7249,Sarah Miller,Biotechnology,"849 Birch St, Fairview, CA",218-233-3999
7250,Katie Wilson,Chemistry,"869 Walnut St, Riverside, CA",325-275-8728
7251,Sarah Davis,Electrical Engineering,"642 Cedar St, Fairview, IL",972-901-3642
7252,Alex Taylor,Civil Engineering,"45 Pine St, Franklin, IL",719-146-6573
7253,Michael Brown,Economics,"657 Maple St, Springfield, FL",151-954-7877
7254,Chris Moore,Chemical Engineering,"15 Park Ave, Riverside, FL",314-300-5188
7255,Laura Taylor,Mathematics,"861 Park Ave, Fairview, IL",991-689-5766
7256,Chris Taylor,Mathematics,"46 Main St, Riverside, IL",482-948-8385
7257,Sarah Wilson,Biotechnology,"537 Birch St, Franklin, FL",923-106-3652
7258,John Wilson,Physics,"700 Maple St, Franklin, TX",351-476-7270
7259,Laura Miller,Mathematics,"391 Elm St, Riverside, FL",136-578-8095
7260,David Williams,Economics,"38 Walnut St, Fairview, TX",288-227-5406
7261,Chris Smith,Electrical Engineering,"792 Oak St, Fairview, IL",233-118-9997
7262,Emily Jones,Mechanical Engineering,"792 Pine St, Greenville, NY",555-321-2973
7263,Jane Davis,Civil Engineering,"40 Elm St, Franklin, TX",567-891-3247
7264,Chris Taylor,Physics,"766 Oak St, Franklin, NY",275-584-5775
7265,Jane Moore,Mechanical Engineering,"831 Elm St, Greenville, CA",779-606-7179
7266,Katie Jones,Biotechnology,"628 Cedar St, Greenville, FL",966-275-9761
7267,Katie Smith,Chemistry,"891 Walnut St, Fairview, IL",776-930-8710
7268,Alex Taylor,Civil Engineering,"441 Elm St, Riverside, FL",620-252-9545
7269,Laura Taylor,Mathematics,"352 Main St, Greenville, CA",248-264-4398
7270,John Johnson,Mathematics,"622 Oak St, Greenville, NY",109-217-6519
7271,Sarah Miller,Electrical Engineering,"848 Elm St, Franklin, NY",487-186-6874
7272,Chris Moore,Biotechnology,"515 Birch St, Fairview, IL",596-497-6421
7273,Emily Williams,Chemical Engineering,"500 Main St, Fairview, IL",217-511-9123
7274,Sarah Smith,Mechanical Engineering,"414 Elm St, Franklin, TX",111-888-6085
7275,Jane Taylor,Economics,"269 Pine St, Riverside, TX",265-947-1936
7276,John Davis,Mathematics,"138 Park Ave, Fairview, FL",622-765-1922
7277,John Moore,Mathematics,"638 Main St, Greenville, IL",362-801-9724
7278,Laura Williams,Mechanical Engineering,"677 Oak St, Springfield, TX",368-372-5431
7279,Sarah Williams,Mechanical Engineering,"369 Maple St, Springfield, NY",163-634-6198
7280,Alex Williams,Physics,"683 High St, Greenville, NY",531-444-6182
7281,Laura Taylor,Mathematics,"570 Walnut St, Fairview, TX",328-154-8887
7282,Jane Taylor,Physics,"475 Cedar St, Franklin, FL",813-890-2872
7283,Emily Moore,Mechanical Engineering,"412 Main St, Franklin, NY",968-395-7395
7284,Emily Johnson,Economics,"201 Main St, Riverside, NY",595-267-1831
7285,Chris Williams,Mechanical Engineering,"439 Walnut St, Riverside, IL",244-249-1007
7286,Chris Williams,Electrical Engineering,"281 Elm St, Springfield, CA",447-985-6599
7287,Sarah Jones,Computer Science,"41 Maple St, Franklin, FL",397-233-3424
7288,Michael Taylor,Chemical Engineering,"99 Park Ave, Riverside, NY",137-813-9193
7289,Emily Davis,Biotechnology,"671 Park Ave, Fairview, FL",958-376-5317
7290,Katie Jones,Economics,"195 Birch St, Franklin, IL",288-548-3713
7291,Alex Williams,Mathematics,"252 High St, Fairview, IL",391-979-1820
7292,Laura Wilson,Computer Science,"519 Elm St, Franklin, CA",860-473-9406
7293,David Smith,Chemical Engineering,"612 High St, Greenville, FL",540-230-5311
7294,Emily Davis,Biotechnology,"188 High St, Springfield, CA",291-127-8706
7295,Emily Smith,Electrical Engineering,"249 Cedar St, Springfield, TX",764-938-9353
7296,Emily Miller,Mechanical Engineering,"692 Walnut St, Springfield, IL",884-597-8045
7297,Alex Taylor,Mechanical Engineering,"784 Cedar St, Fairview, NY",793-264-3596
7298,Laura Moore,Mechanical Engineering,"429 Oak St, Riverside, CA",183-522-6298
7299,Jane Miller,Mathematics,"46 Birch St, Greenville, IL",679-966-2252
7300,Laura Taylor,Chemical Engineering,"383 Maple St, Riverside, NY",515-970-5324
7301,Jane Davis,Mathematics,"20 Walnut St, Fairview, CA",943-947-8695
7302,John Moore,Biotechnology,"22 High St, Fairview, FL",293-430-8913
7303,Chris Davis,Computer Science,"833 Cedar St, Springfield, CA",602-591-4231
7304,Jane Johnson,Mathematics,"642 Maple St, Greenville, TX",294-838-4015
7305,Chris Jones,Mathematics,"814 Cedar St, Riverside, NY",359-718-3127
7306,Emily Taylor,Civil Engineering,"248 Cedar St, Springfield, FL",557-332-3214
7307,Chris Williams,Chemical Engineering,"556 Park Ave, Springfield, NY",378-365-6168
7308,Katie Moore,Computer Science,"372 Oak St, Springfield, TX",679-692-9073
7309,Alex Jones,Economics,"150 Pine St, Springfield, TX",473-415-3015
7310,Laura Davis,Biotechnology,"600 Walnut St, Greenville, CA",587-857-4106
7311,David Jones,Mathematics,"68 Elm St, Fairview, NY",864-352-3456
7312,Jane Wilson,Economics,"385 Maple St, Greenville, CA",987-596-2300
7313,Laura Wilson,Chemical Engineering,"37 Walnut St, Franklin, IL",540-168-7039
7314,Jane Davis,Chemistry,"523 Birch St, Springfield, NY",269-676-9208
7315,Chris Taylor,Chemical Engineering,"873 Birch St, Riverside, CA",365-676-3265
7316,Sarah Miller,Mathematics,"208 Oak St, Fairview, FL",688-517-3550
7317,John Moore,Civil Engineering,"661 Walnut St, Franklin, IL",832-197-5460
7318,David Taylor,Computer Science,"252 Park Ave, Greenville, FL",507-256-8980
7319,Laura Moore,Electrical Engineering,"692 Pine St, Springfield, TX",646-499-3351
7320,John Miller,Physics,"436 Park Ave, Franklin, IL",627-787-8477
7321,Alex Smith,Mechanical Engineering,"128 Maple St, Franklin, NY",202-229-8369
7322,Laura Moore,Mechanical Engineering,"84 Elm St, Springfield, TX",962-529-3803
7323,Laura Taylor,Mechanical Engineering,"778 Pine St, Riverside, IL",149-685-1100
7324,Laura Johnson,Mechanical Engineering,"709 Birch St, Riverside, TX",536-585-7726
7325,Jane Davis,Biotechnology,"666 Pine St, Greenville, NY",501-997-5489
7326,John Davis,Civil Engineering,"396 Maple St, Springfield, NY",345-445-7457
7327,Emily Taylor,Economics,"710 Cedar St, Springfield, TX",298-177-9393
7328,Alex Davis,Mathematics,"773 High St, Greenville, FL",686-210-9250
7329,Katie Brown,Civil Engineering,"892 Oak St, Riverside, NY",630-752-1992
7330,John Taylor,Economics,"654 Maple St, Springfield, CA",455-240-1838
7331,Katie Wilson,Physics,"327 Pine St, Greenville, CA",375-955-6464
7332,Alex Johnson,Electrical Engineering,"307 Birch St, Riverside, IL",434-635-2793
7333,John Taylor,Electrical Engineering,"996 Park Ave, Fairview, TX",926-167-8897
7334,Alex Miller,Chemistry,"112 Walnut St, Springfield, TX",931-147-1895
7335,Michael Williams,Chemistry,"137 Pine St, Riverside, FL",852-176-6300
7336,Emily Taylor,Chemistry,"51 Pine St, Fairview, IL",733-698-3648
7337,David Johnson,Electrical Engineering,"182 Elm St, Greenville, FL",953-160-4811
7338,David Miller,Economics,"766 Cedar St, Fairview, NY",760-625-2888
7339,Alex Brown,Chemical Engineering,"576 Park Ave, Fairview, CA",615-980-6028
7340,Laura Williams,Biotechnology,"560 Oak St, Springfield, IL",620-286-7221
7341,Emily Smith,Biotechnology,"175 Oak St, Fairview, NY",241-963-2697
7342,David Williams,Mechanical Engineering,"750 Walnut St, Fairview, TX",417-773-6899
7343,Chris Williams,Electrical Engineering,"610 Walnut St, Fairview, TX",105-103-1381
7344,Sarah Brown,Physics,"710 Cedar St, Fairview, IL",305-819-6044
7345,Chris Smith,Mechanical Engineering,"135 Elm St, Springfield, IL",754-961-2921
7346,Katie Brown,Electrical Engineering,"58 Park Ave, Riverside, CA",602-318-3528
7347,Alex Wilson,Civil Engineering,"852 Park Ave, Fairview, CA",693-876-2155
7348,Michael Brown,Civil Engineering,"266 High St, Riverside, FL",513-429-1264
7349,Emily Miller,Biotechnology,"159 Birch St, Fairview, NY",163-147-5526
7350,Katie Taylor,Computer Science,"494 Walnut St, Greenville, IL",977-828-8993
7351,John Brown,Physics,"434 Birch St, Franklin, TX",847-424-9379
7352,Sarah Williams,Computer Science,"427 Main St, Franklin, TX",933-267-5905
7353,Katie Taylor,Economics,"528 Birch St, Franklin, TX",221-995-3351
7354,Alex Davis,Chemical Engineering,"447 Birch St, Springfield, IL",826-882-9200
7355,Alex Moore,Physics,"637 Walnut St, Riverside, CA",902-823-6604
7356,John Johnson,Chemistry,"346 Maple St, Fairview, FL",736-199-2352
7357,Laura Jones,Biotechnology,"618 Main St, Franklin, CA",653-596-1780
7358,John Williams,Economics,"904 Park Ave, Springfield, FL",173-406-8494
7359,Chris Jones,Chemistry,"263 Walnut St, Springfield, NY",638-887-7235
7360,Laura Williams,Civil Engineering,"872 Park Ave, Greenville, FL",520-663-6852
7361,David Johnson,Civil Engineering,"89 Oak St, Riverside, FL",494-343-5208
7362,Sarah Davis,Chemistry,"488 Cedar St, Riverside, TX",339-858-8335
7363,Michael Davis,Economics,"946 Oak St, Greenville, IL",738-189-6239
7364,Michael Taylor,Computer Science,"215 Elm St, Franklin, CA",911-925-3819
7365,Emily Brown,Chemistry,"93 Walnut St, Fairview, NY",387-333-7120
7366,John Davis,Chemistry,"835 Maple St, Greenville, TX",167-736-4275
7367,Jane Wilson,Computer Science,"56 Pine St, Riverside, CA",361-340-1226
7368,Alex Williams,Biotechnology,"341 Walnut St, Riverside, IL",470-821-4465
7369,David Taylor,Electrical Engineering,"655 Birch St, Fairview, IL",456-437-5122
7370,Chris Davis,Biotechnology,"866 Maple St, Greenville, CA",728-271-1599
7371,Jane Wilson,Computer Science,"376 Walnut St, Franklin, TX",333-903-2414
7372,Katie Davis,Civil Engineering,"422 Park Ave, Greenville, CA",598-729-3402
7373,Michael Moore,Computer Science,"378 Elm St, Fairview, FL",661-979-6125
7374,John Wilson,Economics,"799 Park Ave, Riverside, IL",431-986-7151
7375,Michael Taylor,Electrical Engineering,"463 Cedar St, Fairview, IL",836-812-6762
7376,John Jones,Mechanical Engineering,"818 Birch St, Springfield, NY",468-160-3346
7377,Laura Brown,Mathematics,"41 Oak St, Greenville, TX",835-715-3175
7378,David Wilson,Physics,"182 Oak St, Fairview, TX",681-172-2984
7379,Sarah Taylor,Computer Science,"488 Elm St, Springfield, FL",217-733-1260
7380,Jane Davis,Physics,"961 Birch St, Franklin, TX",152-432-4881
7381,John Williams,Mechanical Engineering,"390 Maple St, Springfield, TX",736-321-7987
7382,Michael Johnson,Civil Engineering,"769 Main St, Springfield, IL",405-472-2790
7383,Katie Johnson,Chemical Engineering,"852 Elm St, Greenville, FL",234-835-8916
7384,Emily Brown,Computer Science,"958 Maple St, Franklin, CA",211-795-6405
7385,Emily Jones,Chemical Engineering,"409 Elm St, Franklin, CA",932-570-1372
7386,Emily Wilson,Computer Science,"387 Oak St, Franklin, NY",426-402-4428
7387,Katie Smith,Economics,"612 Pine St, Riverside, IL",855-131-2854
7388,Emily Moore,Computer Science,"986 Oak St, Franklin, NY",112-810-1172
7389,Emily Wilson,Computer Science,"397 Pine St, Springfield, CA",404-664-2751
7390,Alex Wilson,Electrical Engineering,"45 Park Ave, Springfield, TX",155-680-2551
7391,Katie Johnson,Computer Science,"647 Oak St, Riverside, FL",156-234-4699
7392,John Johnson,Civil Engineering,"519 Elm St, Greenville, IL",656-953-6283
7393,Katie Moore,Computer Science,"879 Elm St, Riverside, TX",365-675-9451
7394,Jane Miller,Physics,"113 Maple St, Riverside, CA",831-845-7626
7395,Emily Jones,Economics,"12 Maple St, Riverside, CA",407-125-1497
7396,John Smith,Chemical Engineering,"113 Oak St, Greenville, TX",485-512-4915
7397,Alex Taylor,Electrical Engineering,"409 Maple St, Franklin, TX",961-769-5343
7398,David Wilson,Electrical Engineering,"734 Elm St, Fairview, CA",801-928-5883
7399,Alex Johnson,Mathematics,"781 Pine St, Riverside, NY",392-139-9127
7400,Katie Davis,Chemical Engineering,"567 High St, Riverside, IL",842-409-3964
7401,John Smith,Biotechnology,"355 High St, Greenville, FL",537-628-6443
7402,Sarah Williams,Electrical Engineering,"814 Main St, Riverside, TX",193-979-2990
7403,Laura Davis,Computer Science,"875 High St, Springfield, NY",477-308-8621
7404,Jane Smith,Mechanical Engineering,"729 Birch St, Franklin, FL",858-125-6157
7405,Jane Jones,Chemistry,"529 Maple St, Fairview, IL",909-476-6183
7406,Chris Johnson,Physics,"929 Walnut St, Franklin, IL",385-900-5976
7407,Michael Miller,Electrical Engineering,"640 High St, Franklin, NY",997-570-1691
7408,Michael Williams,Mathematics,"343 Pine St, Riverside, CA",950-863-4313
7409,Emily Smith,Biotechnology,"981 Pine St, Greenville, NY",775-911-5895
7410,Michael Smith,Physics,"213 Elm St, Riverside, IL",406-677-4004
7411,Laura Johnson,Computer Science,"19 Park Ave, Greenville, TX",429-422-6771
7412,Katie Taylor,Economics,"577 Elm St, Greenville, TX",844-933-8814
7413,Michael Smith,Mathematics,"731 Main St, Franklin, CA",644-123-1853
7414,Jane Miller,Civil Engineering,"471 Maple St, Fairview, NY",180-805-3702
7415,John Wilson,Mathematics,"766 Cedar St, Springfield, CA",158-885-8202
7416,Laura Johnson,Civil Engineering,"141 Park Ave, Riverside, CA",995-847-8874
7417,Katie Brown,Biotechnology,"791 Cedar St, Greenville, NY",760-466-9663
7418,John Williams,Computer Science,"970 Birch St, Franklin, TX",274-304-4069
7419,Sarah Johnson,Mechanical Engineering,"814 Elm St, Franklin, IL",472-568-8302
7420,Sarah Moore,Chemical Engineering,"642 Pine St, Greenville, NY",361-405-1669
7421,Chris Williams,Economics,"855 High St, Riverside, IL",532-836-6013
7422,Michael Williams,Physics,"566 Pine St, Riverside, FL",876-388-9081
7423,John Smith,Economics,"611 Walnut St, Fairview, NY",357-839-9075
7424,Jane Moore,Mechanical Engineering,"56 Cedar St, Springfield, CA",556-459-5862
7425,Laura Brown,Mathematics,"536 Walnut St, Springfield, IL",531-296-9455
7426,Alex Williams,Chemistry,"930 Pine St, Springfield, CA",957-483-2966
